category,log
hardware-monitoring,Jun 20 20:29:38 appear smartd[92054]: Device: /dev/sdc [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 441 to 67
hardware-monitoring,Dec 28 02:58:20 others smartd[89884]: Device: /dev/sde [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 458 to 98
hardware-monitoring,Oct 01 01:36:36 civil smartd[41983]: Device: /dev/sdd [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 130 to 131
hardware-monitoring,May 04 05:08:47 deep smartd[97862]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 357 to 389
hardware-monitoring,May 10 23:33:23 west smartd[45245]: Device: /dev/sdx [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 412 to 189
hardware-monitoring,Sep 29 00:45:40 value smartd[30049]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 398 to 300
hardware-monitoring,Jul 15 01:14:31 interest smartd[92600]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 32 to 74
hardware-monitoring,Aug 14 12:29:39 write smartd[71246]: Device: /dev/sdm [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 140 to 82
hardware-monitoring,May 28 02:12:29 describe smartd[14369]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 463 to 371
hardware-monitoring,May 29 12:55:57 sound smartd[74392]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 39 to 391
hardware-monitoring,Sep 09 15:22:38 take smartd[18067]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 452 to 218
hardware-monitoring,Jan 18 22:20:24 appear smartd[20430]: Device: /dev/sdo [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 248 to 101
hardware-monitoring,Apr 20 13:58:31 just smartd[27247]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 293 to 102
hardware-monitoring,Aug 02 14:58:10 anything smartd[56352]: Device: /dev/sdn [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 100 to 219
hardware-monitoring,Apr 18 03:54:21 serious smartd[65325]: Device: /dev/sdd [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 241 to 75
hardware-monitoring,Aug 01 16:36:52 civil smartd[24008]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 204 to 392
hardware-monitoring,Dec 09 10:21:19 may smartd[79683]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 245 to 19
hardware-monitoring,Mar 24 14:38:00 woman smartd[87254]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 338 to 363
hardware-monitoring,Jan 15 13:41:39 meet smartd[99384]: Device: /dev/sda [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 48 to 432
hardware-monitoring,Sep 09 14:47:23 few smartd[22269]: Device: /dev/sdm [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 17 to 314
hardware-monitoring,Oct 06 10:15:01 spring smartd[69541]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 249 to 151
hardware-monitoring,Apr 12 14:49:23 common smartd[23420]: Device: /dev/sdm [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 387 to 346
hardware-monitoring,Sep 28 06:08:36 film smartd[82226]: Device: /dev/sdu [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 472 to 374
hardware-monitoring,May 23 14:25:41 Congress smartd[88475]: Device: /dev/sdz [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 113 to 50
hardware-monitoring,Jan 17 05:27:30 piece smartd[52813]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 29 to 22
hardware-monitoring,Sep 05 10:41:54 pay smartd[33873]: Device: /dev/sdf [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 166 to 297
hardware-monitoring,Dec 19 09:27:19 item smartd[31224]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 384 to 325
hardware-monitoring,Jan 12 22:07:03 imagine smartd[70229]: Device: /dev/sda [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 371 to 476
hardware-monitoring,Feb 13 06:19:00 hospital smartd[72024]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 160 to 24
hardware-monitoring,Nov 06 01:51:13 whatever smartd[67295]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 434 to 59
hardware-monitoring,Jan 15 00:53:32 night smartd[11277]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 405 to 196
hardware-monitoring,Jan 23 14:49:17 begin smartd[61910]: Device: /dev/sdo [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 479 to 232
hardware-monitoring,Nov 21 13:31:41 particular smartd[11265]: Device: /dev/sdd [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 127 to 476
hardware-monitoring,Nov 20 02:42:33 control smartd[97062]: Device: /dev/sdg [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 423 to 58
hardware-monitoring,Feb 05 15:00:03 point smartd[52945]: Device: /dev/sdl [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 368 to 154
hardware-monitoring,Feb 09 05:49:41 thus smartd[84812]: Device: /dev/sda [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 275 to 393
hardware-monitoring,Feb 23 10:46:52 hard smartd[99186]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 440 to 495
hardware-monitoring,Apr 02 14:53:24 out smartd[95325]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 49 to 361
hardware-monitoring,May 29 14:49:32 process smartd[28638]: Device: /dev/sdb [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 239 to 124
hardware-monitoring,Apr 28 14:25:46 mother smartd[45077]: Device: /dev/sdf [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 453 to 93
hardware-monitoring,Nov 27 22:50:47 owner smartd[34692]: Device: /dev/sdd [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 19 to 252
hardware-monitoring,Aug 16 17:57:53 set smartd[61308]: Device: /dev/sdu [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 6 to 289
hardware-monitoring,Jan 19 12:26:10 physical smartd[11057]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 448 to 329
hardware-monitoring,Dec 14 06:20:05 word smartd[42770]: Device: /dev/sdg [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 57 to 497
hardware-monitoring,Mar 04 22:53:01 admit smartd[63887]: Device: /dev/sdn [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 307 to 332
hardware-monitoring,Mar 06 16:51:22 learn smartd[32806]: Device: /dev/sdn [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 147 to 48
hardware-monitoring,Feb 27 18:14:29 once smartd[74653]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 126 to 35
hardware-monitoring,Dec 24 08:17:32 always smartd[27297]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 496 to 103
hardware-monitoring,Nov 27 05:13:58 drug smartd[30568]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 244 to 6
hardware-monitoring,Dec 26 07:43:33 rather smartd[23310]: Device: /dev/sdh [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 285 to 145
hardware-monitoring,Feb 27 12:39:34 instead smartd[59936]: Device: /dev/sdh [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 171 to 72
hardware-monitoring,May 18 22:43:08 message smartd[41990]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 348 to 17
hardware-monitoring,Apr 22 08:15:26 apply smartd[27013]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 282 to 97
hardware-monitoring,Apr 13 23:52:00 fund smartd[91047]: Device: /dev/sdx [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 305 to 100
hardware-monitoring,Sep 30 09:54:29 improve smartd[78647]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 68 to 498
hardware-monitoring,Feb 19 06:55:59 sometimes smartd[69003]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 485 to 491
hardware-monitoring,Jan 27 01:44:33 gas smartd[64771]: Device: /dev/sdm [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 477 to 209
hardware-monitoring,Apr 25 08:03:16 use smartd[93347]: Device: /dev/sdu [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 311 to 1
hardware-monitoring,May 21 19:13:37 develop smartd[77936]: Device: /dev/sda [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 356 to 40
hardware-monitoring,Nov 24 05:30:02 a smartd[23152]: Device: /dev/sdb [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 226 to 461
hardware-monitoring,Jul 11 20:46:41 red smartd[85312]: Device: /dev/sdc [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 95 to 352
hardware-monitoring,Feb 14 19:42:40 glass smartd[56576]: Device: /dev/sdv [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 52 to 218
hardware-monitoring,May 18 14:12:53 risk smartd[62424]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 107 to 225
hardware-monitoring,Apr 27 06:49:32 even smartd[84960]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 130 to 322
hardware-monitoring,Jan 12 21:13:31 me smartd[68212]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 235 to 267
hardware-monitoring,Dec 01 07:58:28 wonder smartd[71781]: Device: /dev/sdo [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 237 to 278
hardware-monitoring,Mar 03 10:16:50 us smartd[32988]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 116 to 88
hardware-monitoring,Feb 24 14:02:45 ask smartd[65128]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 213 to 129
hardware-monitoring,Dec 08 13:28:36 stay smartd[70960]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 227 to 276
hardware-monitoring,Oct 18 11:07:54 case smartd[64525]: Device: /dev/sda [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 399 to 256
hardware-monitoring,Apr 10 14:16:51 long smartd[10605]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 478 to 498
hardware-monitoring,Feb 27 12:50:10 situation smartd[90285]: Device: /dev/sdr [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 78 to 56
hardware-monitoring,Nov 06 04:50:21 what smartd[84905]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 11 to 83
hardware-monitoring,Oct 17 08:44:33 lot smartd[62537]: Device: /dev/sde [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 445 to 289
hardware-monitoring,Jul 11 20:52:39 enter smartd[16292]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 334 to 352
hardware-monitoring,Jun 19 12:49:00 hit smartd[34884]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 453 to 388
hardware-monitoring,Dec 24 14:32:01 meet smartd[58018]: Device: /dev/sdo [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 135 to 458
hardware-monitoring,Sep 24 15:46:39 store smartd[29206]: Device: /dev/sdu [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 464 to 191
hardware-monitoring,Sep 20 15:23:38 sense smartd[14984]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 398 to 419
hardware-monitoring,Nov 13 16:06:09 money smartd[27514]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 446 to 67
hardware-monitoring,Oct 14 21:46:13 less smartd[47961]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 155 to 47
hardware-monitoring,Oct 23 00:22:42 quality smartd[75945]: Device: /dev/sdx [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 28 to 3
hardware-monitoring,Feb 23 19:59:51 vote smartd[43553]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 459 to 335
hardware-monitoring,Jul 26 19:29:56 care smartd[79168]: Device: /dev/sdp [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 378 to 454
hardware-monitoring,Sep 19 03:48:18 by smartd[49096]: Device: /dev/sdf [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 204 to 66
hardware-monitoring,Jul 10 23:30:48 agreement smartd[27923]: Device: /dev/sdo [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 239 to 31
hardware-monitoring,Aug 13 11:18:53 PM smartd[38470]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 145 to 334
hardware-monitoring,Feb 02 08:52:25 foreign smartd[56279]: Device: /dev/sdg [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 182 to 15
hardware-monitoring,Jul 02 02:14:29 from smartd[76627]: Device: /dev/sdy [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 498 to 354
hardware-monitoring,Jun 03 21:59:51 student smartd[30543]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 247 to 198
hardware-monitoring,May 22 19:17:49 wish smartd[15809]: Device: /dev/sds [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 340 to 176
hardware-monitoring,Sep 11 12:53:55 capital smartd[52378]: Device: /dev/sdw [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 395 to 320
hardware-monitoring,Jul 25 08:20:30 American smartd[43432]: Device: /dev/sdv [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 155 to 419
hardware-monitoring,Feb 27 21:02:12 society smartd[99161]: Device: /dev/sdt [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 296 to 290
hardware-monitoring,Aug 10 13:52:39 rich smartd[54615]: Device: /dev/sdj [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 237 to 264
hardware-monitoring,Nov 28 19:48:36 condition smartd[42490]: Device: /dev/sdr [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 466 to 416
hardware-monitoring,Mar 01 14:53:01 something smartd[96968]: Device: /dev/sdq [SAT], SMART Prefailure Attribute: 1 Raw_Read_Error_Rate changed from 348 to 153
hardware-monitoring,Oct 31 16:26:22 learn smartd[33022]: Device: /dev/sdh [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 54 to 41
hardware-monitoring,Jul 02 14:31:34 practice smartd[34689]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 69 to 25
hardware-monitoring,Jun 28 07:50:16 ok smartd[54225]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 20 to 19
hardware-monitoring,Nov 29 04:41:45 discover smartd[48202]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 10 to 64
hardware-monitoring,Aug 04 21:47:30 development smartd[13380]: Device: /dev/sdm [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 84 to 75
hardware-monitoring,Apr 22 06:50:42 because smartd[73330]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 1 to 19
hardware-monitoring,Aug 06 15:04:26 true smartd[61466]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 83 to 14
hardware-monitoring,Nov 21 00:28:28 political smartd[32176]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 96 to 35
hardware-monitoring,Jun 08 16:33:22 inside smartd[50932]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 14 to 37
hardware-monitoring,Jul 22 13:53:55 imagine smartd[41397]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 95 to 67
hardware-monitoring,Jun 26 10:23:27 very smartd[41382]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 86 to 56
hardware-monitoring,Apr 12 03:41:09 walk smartd[54788]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 53 to 77
hardware-monitoring,May 16 14:52:32 trial smartd[54732]: Device: /dev/sdq [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 67 to 63
hardware-monitoring,Dec 14 22:28:47 drive smartd[34791]: Device: /dev/sds [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 98 to 75
hardware-monitoring,Jun 17 14:56:22 hold smartd[29157]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 48 to 23
hardware-monitoring,May 06 19:31:09 speech smartd[75708]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 77 to 24
hardware-monitoring,Jan 22 20:03:20 peace smartd[74863]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 76 to 88
hardware-monitoring,Apr 05 10:10:57 onto smartd[41749]: Device: /dev/sdi [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 6 to 81
hardware-monitoring,Aug 09 05:16:01 growth smartd[33265]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 26 to 37
hardware-monitoring,Jul 27 23:26:43 southern smartd[74819]: Device: /dev/sdj [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 1 to 45
hardware-monitoring,Dec 26 02:08:04 notice smartd[85323]: Device: /dev/sdr [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 21 to 10
hardware-monitoring,May 11 05:04:19 voice smartd[38020]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 39 to 32
hardware-monitoring,Apr 01 07:33:15 contain smartd[14489]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 51 to 38
hardware-monitoring,Oct 18 05:17:05 machine smartd[74729]: Device: /dev/sdl [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 80 to 53
hardware-monitoring,Jan 02 01:02:46 easy smartd[68204]: Device: /dev/sdf [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 94 to 7
hardware-monitoring,Jun 08 10:10:06 building smartd[87819]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 21 to 50
hardware-monitoring,Feb 27 04:26:57 factor smartd[47495]: Device: /dev/sdj [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 30 to 34
hardware-monitoring,Mar 08 08:23:32 my smartd[45843]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 54 to 54
hardware-monitoring,Jun 06 22:56:22 everyone smartd[93918]: Device: /dev/sdf [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 72 to 18
hardware-monitoring,Jun 09 15:41:27 change smartd[13242]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 10 to 78
hardware-monitoring,Nov 17 11:07:21 perform smartd[22785]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 24 to 2
hardware-monitoring,Apr 02 12:27:22 camera smartd[38230]: Device: /dev/sdk [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 73 to 52
hardware-monitoring,Jan 13 20:35:01 determine smartd[43016]: Device: /dev/sdv [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 56 to 32
hardware-monitoring,Jul 06 12:51:19 four smartd[66724]: Device: /dev/sds [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 67
hardware-monitoring,Jan 24 08:17:14 language smartd[90666]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 64 to 42
hardware-monitoring,Aug 20 03:01:11 under smartd[14254]: Device: /dev/sde [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 50 to 70
hardware-monitoring,Sep 11 23:02:00 name smartd[39934]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 73 to 42
hardware-monitoring,Jan 18 10:30:04 drug smartd[32377]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 35 to 79
hardware-monitoring,Jul 30 01:23:58 indeed smartd[92205]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 89 to 25
hardware-monitoring,Apr 13 00:48:18 animal smartd[21490]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 36 to 13
hardware-monitoring,Feb 28 20:44:56 open smartd[76271]: Device: /dev/sdi [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 16 to 17
hardware-monitoring,May 05 07:49:05 gas smartd[45309]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 9 to 51
hardware-monitoring,Jul 22 12:06:51 head smartd[33680]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 0 to 45
hardware-monitoring,May 07 11:06:55 option smartd[87713]: Device: /dev/sdc [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 17 to 32
hardware-monitoring,Dec 27 21:12:21 from smartd[49297]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 0 to 89
hardware-monitoring,Feb 26 03:24:47 pick smartd[64308]: Device: /dev/sdj [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 34 to 60
hardware-monitoring,Dec 11 06:40:48 property smartd[84430]: Device: /dev/sdl [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 48 to 61
hardware-monitoring,Feb 14 15:51:42 break smartd[64382]: Device: /dev/sda [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 35 to 50
hardware-monitoring,Jan 05 13:00:06 amount smartd[94814]: Device: /dev/sdn [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 86 to 6
hardware-monitoring,Jul 26 13:02:40 long smartd[77105]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 88 to 7
hardware-monitoring,Dec 08 12:24:53 there smartd[32751]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 19 to 43
hardware-monitoring,Jun 16 09:13:35 some smartd[21328]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 46 to 82
hardware-monitoring,Aug 12 17:19:46 report smartd[94682]: Device: /dev/sdy [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 40 to 20
hardware-monitoring,Dec 31 06:44:29 ready smartd[13714]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 37 to 100
hardware-monitoring,Feb 15 13:46:59 positive smartd[46791]: Device: /dev/sdj [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 71 to 86
hardware-monitoring,Mar 28 19:30:18 hard smartd[86816]: Device: /dev/sdk [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 75 to 15
hardware-monitoring,Jul 26 00:21:57 project smartd[38380]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 98 to 31
hardware-monitoring,May 24 21:51:40 around smartd[15783]: Device: /dev/sdx [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 18 to 42
hardware-monitoring,Apr 16 21:34:30 dog smartd[27381]: Device: /dev/sdg [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 20 to 38
hardware-monitoring,Apr 30 00:11:09 argue smartd[51535]: Device: /dev/sdz [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 60 to 74
hardware-monitoring,Aug 27 05:55:02 watch smartd[51202]: Device: /dev/sdq [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 98 to 25
hardware-monitoring,Sep 25 10:42:07 will smartd[17795]: Device: /dev/sdl [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 77 to 14
hardware-monitoring,Dec 24 19:00:24 offer smartd[88224]: Device: /dev/sdl [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 52 to 16
hardware-monitoring,Jul 11 16:50:21 wall smartd[14005]: Device: /dev/sdo [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 17 to 64
hardware-monitoring,May 22 07:34:41 study smartd[23977]: Device: /dev/sdd [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 7 to 88
hardware-monitoring,Mar 11 12:55:43 TV smartd[26622]: Device: /dev/sdp [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 23 to 80
hardware-monitoring,Nov 30 03:42:38 out smartd[59559]: Device: /dev/sdv [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 83 to 38
hardware-monitoring,Feb 18 13:03:59 phone smartd[51691]: Device: /dev/sdf [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 50 to 59
hardware-monitoring,Dec 05 15:17:59 return smartd[41146]: Device: /dev/sdt [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 61 to 5
hardware-monitoring,Dec 08 06:16:01 at smartd[52774]: Device: /dev/sdh [SAT], SMART Usage Attribute: 190 Airflow_Temperature_Cel changed from 4 to 88
